１，０００万円が抽選で１名様に当たります	One person will win 10 million yen in the lottery.
肘が隣の人に当たる	I bumped the person next to me with my elbow.
グレゴリオ暦で１４９日目に当たる	It falls on the 149th day on the Gregorian calendar.
彼の周りにはいつも多くの人が集まります	He always has a lot of people around him.
維持できるかどうかに再び注目が集まりました	Attention was focused again on whether or not it can be maintained.
会場には全国から８０人が集まった	Eighty people from around the country gathered at the venue.
彼がそれを通販で購入する	He will buy it by mail order.
彼が５．０００円の商品を購入した	He bought five thousand-yen goods.
彼が昨日、一冊の本を購入した	He bought a book yesterday.
雰囲気がいつもと全然違いました	The atmosphere was totally different from usual.
Xと印象が全然違います	It has a completely different impression from X.
やっぱり何かが違う	There is definitely something wrong.
どうもいつもと様子が違う	It somehow looks different from usual.
それぞれ治療の方法が違います	Each treatment method is different.
微妙に目の色が違う	Their eye color is slightly different.
ぜんぜん味が違う	The taste is totally different.
XとXが全然違う	X is totally different from X.
雰囲気が以前と全然違いました	The atmosphere was totally different from before.
明らかに左右の大きさが違います	The right and left sizes are obviously different.
全く意味が違う	The meaning is totally different.
Xがひいては市民サービスの向上に繋がる	Eventually, X leads to an improvement in civil service.
Xが自分自身のステップアップに繋がります	X leads to self-improvement.
電話が繋がった	The call went through. 
Xが今後のアクセス向上に繋がります	X leads to improved access.
やっとパソコンがネットに繋がりました	The computer finally connected to the network.
Xが少しずつ自分の自信に繋がる	X gradually increases self-confidence.
今年度中に２回の開催を予定しています	It is scheduled to be held twice this year.
今後、欧州で２３日の発売を予定している	It is scheduled for release on the 23rd in Europe.
なお、四回目の同セミナーの開催を２月に予定しています	In addition, the 4th seminar is scheduled for February.
なお、２００６年度支部大会を上旬に予定しています	In addition, the 2006 chapter meeting is scheduled for the beginning of this month.
年度内に懇談会２回、１月と３月の開催を予定している	Two meetings, in January and in March, are planned for within the current fiscal year.
図書館では、子どもの読書活動を推進しています	The library is promoting children’s reading activities.
市は市民協働のまちづくりを推進します	The city will promote town development with civic collaboration.
国は重点的に以下の事業を推進します	The government focuses on promoting the following projects.
市は芸術文化施設の建設を推進します	The city will promote the construction of art and culture facilities.
会場から驚きの声が上がりました	There were shouts of surprise from the audience.
シュートを決めるたびに、会場内から歓声が上がります	The crowd cheers every time someone scores a goal.
これでまた１つ俺のレベルが上がった	With that, my score went up another level.
１００年で１度も気温が上がった	The temperature has risen 1 degree in 100 years.
改札を出てすぐに３段の階段を上がります	Right after you go out the ticket gate, go up the three-step stairs.
スタジアムから、２００億円の収益が上がりました	A profit of 20 billion yen was made from the stadium.
どんどんガソリンの値段が上がります	The price of gasoline is rising continuously.
ついに４人がステージに上がった	Four people finally appeared on stage.
各地での地域社会問題が徐々に解決の方向に向かっています	Community issues in various regions gradually move towards solutions.
それが１５号線を一路京都方面に向かいます	That goes directly to Kyoto on Route 15.
彼が再びバスで会場に向かいました	He went to the venue by bus again.
彼がそのままバスで京都空港へと向かいました	He directly went to Kyoto airport by bus.
彼がまずは国道２７４号線を京都方面へ向かう	First, he takes Route 274 to go to Kyoto.
彼がずっとパソコンに向かいます	He has been in front of the computer the whole while.
京都公園に向かう	I'm heading to Kyoto Park.
彼がそのまま彼女の家に向かう	He's heading directly to her house.
彼がそのまま自分の部屋へ向かった	He went straight to his room.
皆で一枚の絵を描く	We draw a picture together.
彼が主にゲームのキャライラストを描きます	He mainly draws game character illustrations.
ロッドが満月に弧を描きます	The rod will bend in an arch beneath the full moon.
Ｗ杯へ向かう人々の姿を描く	I'll describe the people who go to see the World Cup.
彼がXを絵に描きました	He drew a picture of X.
彼が戦争画の中に、多くの女性を描いた	He portrayed many women in his war pieces.
ハッピーバースデーの音楽が流れる	The Happy Birthday song is played.
正午のニュースが流れました	The midday news was broadcast.
川には水がほとんど流れてなかった	There was almost no water in the river.
円形コイルに電流が流れる	A current flows in the circular coil.
ゆっくりと時間が流れます	Time slowly passes.
そのメロディが僕の頭の中を流れました	I heard the melody in my head.
優しい空気が会場に流れます	The site is filled with a peaceful atmosphere.
すでに三十年余りの月日が流れました	More than thirty years have already passed.
彼らが目の色を変えます	Their eyes will light up.
それが少しずつ姿を変えます	It will change little by little.
出会いがまさに私の人生を変えました	The encounter really changed my life.
それらすべてが私の物の見方を変えました	All of them changed my way of thinking.
私がまず自分を変える	I have to change myself at first.
白い光が様々に形を変えた	The white light changed into various shapes.
Xが１８０度視点を変えます	X sees it through a completely different lens.
ページを更新しました	The page was updated.
明日、２３日の出勤情報を更新します	Tomorrow, I will update the attendance records for the 23rd.
３日続伸で１０日の上場来高値を更新している	It has continued to rise, hitting a new high since it was listed on the 10th.
アメリカ映画協会が映画ベスト１００を１０年ぶりに更新しました	The American Film Institute updated the top 100 movies for the first time in a decade.
それが我々の生活に少なからず影響を及ぼします	It will have no small effect on our life.
それが当該事務の遂行に支障を及ぼす	That will hinder the completion of this work.
それがすべてに被害を及ぼした	That damaged everything.
彼がひたすら山の中を走った	He kept running in the mountains.
彼ががひたすら海沿いの道を走る	He keeps running along the coastal road.
一歩踏み出すたびにズキズキと痛みが走る	Every time I take a step, I feel stinging pains.
咳込む度に腰に激痛が走る	Every time I cough, I get a severe pain in my lower back.
彼がＲ５０をひたすら京都方面に走ります	He takes Route 50 all the way to Kyoto.
彼が細くなっていく道を１０分ほど車で走る	He drives on the narrowing road for about 10 minutes.
彼が２周いつものコースを走りました	He ran the usual course twice.
彼があまり多くの人には会わなかった	He didn't see that many people.
彼が久しぶりに担任の先生に会う	He will see his homeroom teacher for the first time in a while.
しかしながら、子どもが犯罪の被害に遭う	However, children become the victims of crime.
去年の９月に息子がバイクで事故に会いました	My/his/her/their son was in a motorcycle accident last September.
私が本当に多くの人と会う	I met so many people.
何で私がこんな目に会うの	What did I do to deserve this?
また夜に会いましょう	See you in the evening.
先輩が、そっとわたしの頬に手を伸ばした	He/She gently reached a hand towards my cheek.
彼がたまに、京都のほうまで足を伸ばす	He sometimes goes to Kyoto.
それが順調に売上げを伸ばす	The sales volume has been increasing steadily.
本当の遊びが子どもの能力を伸ばす	Play, in the true sense of the word, develop children's ability.
彼が背筋をピンと伸ばします	He sits up straight.
ＢａｒＲではただいまアルバイトスタッフを募集しています	BarR is looking for part-time staff.
以下の通り見学ツアーの参加者を募集します	We are now inviting participants in the backstage tour as follows.
１１日まで、皆さんの意見を募集します	We will be soliciting opinions until the 11th.
お店の情報を募集しています	We are gathering information on shops.
経験が豊富な方を募集します	We need an experienced person.
中立の彼が、ゆっくりと首を横に振りました	He was neutral, and shook his head slowly.
彼が手をぶんぶん横に振る	He swiftly swings his arms side to side.
彼が腰を自ら前後に振る	He rocks his hips back and forth.
彼が塩をたっぷり振る	He adds a generous amount of salt.
新たに運営委員会を４月に設置する	The steering committee will be newly set up in April.
次の通り、２箇所に臨床研究データセンターを設置します	As follows, two clinical research data centers will be established.
あの企業が既にフロン処理装置を施設内に設置している	That company already has CFC processing equipment in the facility.
短冊にわたしの願いを込めました	I put my wishes on the strip of paper.
彼が言葉にただ、万感の思いを込める	He expressed a thousand feelings in just his words.
皆様に心から感謝の気持を込める	I extend my sincere gratitude to everyone.
彼がプレゼントに感謝の意味を込める	He expressed his thanks with a present.
ご成約頂いた方には２つのプレゼントを用意しています	We have two gifts for those who signed the contract.
カタログには多数の商品をご用意しております	Many products are available from the catalog.
あらかじめ、いくつかのプログラムを用意する	Prepare several programs beforehand.
一人旅やビジネスの客様にはシングルタイプの部屋を用意します	We have single rooms for those traveling by themselves and for business travelers.
彼が季節の懐石料理を用意します	He prepares seasonal tea-ceremony dishes.
彼が６０種類以上のメニューを用意します	He prepares more than 60 kinds of dishes.
お客様に５つの有料レンタルサーバープランをご用意しております	We have 5 different server rental plans for customers.
このパックには、２つのコースをご用意しています	There are two courses in this package.
彼がそれを１本用意する	He gets one ready.
会員のお客様には、専用のマイページをご用意いたします	Members are granted their own page on the site.
当社は１９９９年度末までに、ＩＳＯ１４００１の認証をすべての事業所で取得する	All of our offices will obtain ISO14001 certification by the end of 1999.
彼が本日、ついに念願の車の免許を取得しました	Today he finally got the driver's license he had wanted for so long.
当社がお客様の個人情報を取得します	We will obtain your personal information.
印刷データ表現オブジェクトからすべての印刷データを取得する	All print data is obtained from the print data representation objects.
それがＩＳＯ９００１を２８日に取得した	It obtained ISO9001 certification on the 28th.
既婚者や年配層のイメージが強い	It has a strong image of married people and seniors.
本で読んだ方の印象が強かった	The book made a stronger impression on me.
風が強い	It is windy.
むしろ後者の気持ちのほうが強い	Rather, the latter's feeling is stronger.
特に女性にその傾向が強い	The tendency is particularly strong among women.
憧れる気持が人一倍強かった	I wanted it more than others.
古い風呂、冷蔵庫などの方が、災害に強い	Old style bathtubs, refrigerators and other items are more resistant to disaster.
もっと磯の香りが強い	The smell of the coast is stronger.
特に南部の方に被害者意識が強い	The sense of victimization is especially strong in the south.
Xが女性に人気を誇る	Old style bathtubs, refrigerators and other items are more resistant to disaster.
それが根強い人気を誇る	It's still very popular.
それがトップクラスの性能を誇ります	It features top-class performance.
ほとんどが全国一のシェアを誇る	Most of them have the largest market share across the country.
当社が通信教育・通信指導に８０年の実績を誇る	We are proud of our achievements over the past eighty years in the field of correspondence education. 
当店が４０年以上の歴史を誇ります	Our shop has a history of over forty years.
それが、その規模を誇りました	It was proud of its scale.
彼が名前負けしない程の強さを誇っていた	He was strong enough to live up to his name.
うどんの生産量が４万７千トンと全国一を誇る	It produces 47,000 tons of udon, boasting the highest number across the country.
この博物館は５７．８ｍと日本一の高さを誇ります	This museum is 57.8 meters tall, the tallest in Japan.
彼らが夜間のパトロール活動を展開する	They conduct night patrols.
当社はものづくり事業を次のとおり、４つの分野で展開します	We will set up a manufacturing business in the following 4 fields.
私たちが各地で連日連夜の運動を展開した	We conducted movements day and night in various regions.
当社がホールセールビジネスや、ＩＰ電話サービスを展開する	We do wholesale business and develop IP telephone service.
当社は１９８２年で全国に５０店舗以上を展開しています	Our company was operating more than 50 stores across the country as of 1982.
北朝鮮の核をめぐる問題が、世界の注目を浴びる	The North Korean nuclear issues catch the world's attention.
それが一緒に光りのシャワーを浴びる	It's bathed in light with me/them.
我が家のテントだけが燦々と太陽の光を浴びる	Just my family's tent got drenched in sunlight.
彼らが並々ならぬパフォーマンスで観客の喝采を浴びました	Their extraordinary performance won applause from the audience.
それがXでシステムの安定稼働、運用効率の向上を実現します	It will ensure a stable system operation and improve the operational efficiency with X.
それが同時にコストの削減を実現します	At the same time, it will achieve cost reduction.
それが最高レベルの安全性能を実現します	It will achieve the highest level of safety performance.
それがＲＴＬレベルのパフォーマンスを実現します	That achieves performance at RTL level.
それがXで１つの機能を実現します	It will perform one function with X.
あなたも一緒に自分の夢を実現しましょう	Let's make our dreams come together.
それがXで低価格を実現する	It will achieve a low price with X.
犯罪発生時の責任を明確化出来る情報収集環境を実現する	We prepare a system for collecting information so that we can clarify responsibilities in the event of a crime.
それが理想の体型作りを実現します	It will achieve the perfect body.
彼がいっしょに虹の橋を渡ります	He climbs up the rainbow bridge with me/them.
彼が１００メートルほどの橋を渡る	He will cross the 100 meter or so bridge.
利用期間が長期間に渡る	It can be used for a long time.
選手が海を渡ります	The contestants cross the sea.
彼が翌年単身でアメリカに渡ります	Next year, he will move to America by himself.
みなさんの楽しみの一つとなるよう、精一杯頑張ります	I will do my best to make sure everyone has fun.
オフ会ができるように皆で頑張る	We will do our best so that we can have a meetup.
私も山田さんに負けないように仕事を精一杯頑張ります	I'll work hard so I don't lose to Yamada.
自分が頑張らなきゃね	I've got to work hard, eh?
そっちのほうが人の目を引く	That is more noticeable.
Xがまず人目を引く	First of all, X is noticeable.
彼がそこに一本の線を引く	He will draw a line there.
Xが何かの形でまだ尾を引いている	X still has a lasting effect in some way.
どうやら私が風邪を引いた	It seems like I caught a cold.
ほとんどの子が何回かはかぜを引きます	Most children catch a cold several times.
男が、そっと私の手を引く	The man gently took me by the hand.
私がカードを１枚引く	I draw a card.
Xが子供の興味を引きます	X gets children's attention.
改正規定は平成１４年５月１日から施行する	The revised provisions will come into effect on May 1st, 2002.
次項の規定は公布の日から施行する	The provisions in the next section shall be enforced from the date of promulgation.
この規約は知事の許可があった日から施行する	This Agreement shall enter into force from the date when the permission of the Governor is given.
いびつな眉のまま現在に至る	The shape of the eyebrows is still off.
Xに思いが至った	I realized X.
まだ問題の解決には至らない	The problem hasn't been resolved yet.
その方が得策との結論に至った	We concluded that it's better.
それが腸の環境を整える	It regulates the functions of the intestines.
それが体の自律神経、体のバランスを整えます	It regulates the body's autonomic nerves and balance.
当社が２４時間のサポート体制を整えています	Our company establishes the system to provide 24-hour support.
当院が２４時間の救急受け入れ態勢を整える	Our hospital is prepared to receive patients twenty-four hours.
まず、やすりで爪の形を整える	First, shape the nails with a file.
彼がすでに出発の準備を整えている	He is already getting ready to leave.
彼が、しっかり体調を整えます	He gets in shape.
仕上げに塩・コショウで味を整える	Salt and pepper to taste when it is finished.
廉価なものをお求めの方におすすめです	It's recommended to people looking for something low-price.
自分の足でバンコクを歩きたい方には、ぜひご一読をすすめる	If you want to travel around Bangkok on foot, you should read this.
仏壇の購入をお悩みの方におすすめします	We recommend this for those who are wondering whether or not they should buy a Buddhist altar.
彼がXをすすめます	He recommends X.
彼が再び本の前の椅子に座る	He sits back down in the chair in front of the books.
その人が、ベンチの私の隣に座りました	That person sat next to me on the bench.
彼がすでに隣の席に座っている	He is already sitting next to me.
Xが企業には求められる	Companies are expected to X.
支援のネットワークづくりが求められる	A support network needs to be built.
より一層の取り組みが求められる	Further efforts will be required.
担当者には４つの能力が求められます	The person in charge must have four abilities.
当社が警察署から個人情報の開示を求められた	The police requested that our company to disclose personal information.
彼が関東・甲信越地域の競争参加資格を有する	He qualified to participate in the Kanto-Koshinetsu competition.
彼が１級管工事施工管理技士と同等以上の能力を有する	His ability is equal or higher than that of the Level 1 piping construction management engineer.
彼が市内に住所を有する	He is residing in the city.
彼がその業務に８年以上の実務経験を有する	He has more than 8 years experience in the field.
規定がなお効力を有する	The provision is still in effect.
それが高いジベレリン活性並びに高基質変換機能を有する	It has high gibberellin activity and a high substrate conversion.
市町村が指導、監督権限を有します	Municipalities have regulatory power.
それが沿岸海域に適した性能を有する	It has a performance suitable for coastal areas.
彼が歩くことができない程度の障害を有する	He is too disabled to walk.
彼が会場内に６つのコーナーを設けます	He will set up six booths at the venue.
２階には資料室や、山岳図書専門のスペースを設けている	On the second floor, there is a reference room and a section of books on mountains.
当社は、女性社員には産前・産後の有給休暇制度を設けています	Our company offers female employees paid maternity leave.
それが特にディスク容量に制限を設けていません	That has no particular limit on the disk size.
当社は初級・中級・上級の技術者ごとに交流の場を設けています	We offer different exchange opportunities for beginner, intermediate, and advanced-level engineers.
私たちは積極的に陶芸愛好家との交流の機会を設けました	We actively created an opportunity to interact with ceramic lovers.
彼がXには金をちゃんと払う	He pays X properly.
彼が結局５５０円の駐車料金を払った	He finally paid the 550-yen parking fee.
当社は特に、プライバシー保護に最大限の注意を払っています	Our company especially pays the utmost attention to privacy protection.
われわれは企業側の意向にも充分意を払っています	We also pay adequate attention to the intentions of the companies.
梅の木には、もう梅の花が咲きました	The plum trees are blossoming.
京都では、もう早咲きの桜が咲いている	In Kyoto, the early-blooming cherry trees are already flowering.
園内には、７０種類、１５００株のバラが咲く	1,500 roses from 70 species are in full bloom in the garden.
マスクなどでウイルスの侵入を防ぎましょう	Prevent the spread of viruses with masks and other measures.
Xでカビの発生を防ぎます	X prevents mildew.
XをビタミンＡとビタミンＥが防ぎます	Vitamin A and E prevent X.
こんな食事が病気を防ぐ	This kind of diet prevents illness.
彼がゆっくり温泉で汗を流す	He took his time washing his sweat off in the hot spring.
彼が彼女の立派な姿に、思わず感動の涙を流しました	Her splendid appearance moved him to tears.
彼が関係者に嘘の情報を流します	He spreads false information to the person involved.
コイルに電流を流す	The electric current flows through the coil.
彼がシドニー五輪予選と東アジア大会でそれぞれ３位の成績を残す	He placed third both at the Sydney Olympic preliminaries and the East Asian Games.
彼がノートパソコンにしっかりと日々の記録を残す	He religiously writes up a journal entry every day on his laptop.
彼が歴史に不朽の名を残す	He will go down in history.
それが歴史に多くの足跡を残しています	That left a great mark in history.
それが今に昔の面影を残す	It is still just a shadow of its former self. 
彼が謎の言葉を残す	He left behind puzzling words.
彼が幅広いジャンルに多くの作品を残している	He produced a number of works in a broad range of genres.
お得意様のニーズに応えられるよう、なお一層の努力を重ねます	We step up our efforts to meet our client's needs.
彼が１５年間の研究を重ねた	He has been doing research for fifteen years.
毎年新年が明けるたびにひとつ年齢を重ねます	I get older every year.
彼が素敵に年を重ねる	He ages gracefully.
彼が山田さんの唇にそっと自分の唇を重ねる	He gently put his lips on Yamada's.
当シンポジウムは、バンコク、キャンベラと回を重ねています	This symposium is held in Bangkok and Canberra.
私が他にも人気アイドルの情報を纏めました	I also gathered information on other popular idols.
以下に、調査の結果を纏める	The summary of the results is as follows.
以下に今回の内容を纏めました	The summary of the content is as follows.
彼がXを一冊に纏めた	He compiled X into a book.
単位を取得していない方が、全体の６０％に達します	Those who were unable to earn enough credits reached 60% of the total.
感染者数が２４５６万人に達した	The number of people infected reached 24.56 million.
議論の結果、彼らは消極的結論に達した	They reached a negative conclusion at the end of the discussion.
ほぼ一定のレベルに達します	It reaches an almost constant level.
既に申込みが定員に達しました	Quorum has already been reached.
ついに、幻日記のアクセス数が１０００に達しました	"The hit count for the ""Maboroshi diary"" site has finally reached 1,000."
当店が高度な技術でお客様のニーズにお応えします	We can skillfully meet your needs.
スタッフが確かな技術でお客様のご要望にお応えします	Our staff will use their proven skills to meet your needs.
私は必ずみなさまの期待に応えます	I'm certain I will meet your expectations.
それが常にお客様の要求にお応えします	It always meets the customer's needs.
当社では特別のチームがお客様の声に応えます	Our special team will satisfy the customers' demands.
彼が業界標準の暗号技術を用いた	He uses a standardized cryptographic technology.
彼が分散分析の手法を用います	He does variance analysis.
彼が観察に顕微鏡を用いる	He examines it under a microscope.
費用の負担は避けたい場合などにこの方法を用います	This method is available if you do not want to bear the expenses.
彼が解析に１００日分のデータを用いた	He used 100 days' worth of data in the analysis.
リチウムイオン電池は、負極に黒鉛等の炭素材料を用いています	Carbon materials such as graphite are used on the negative electrode of lithium ion batteries.
彼が心拍変動解析を用いる	He performs heart rate variability analyses.
それがスカンジナビア半島の南に位置する	It's located in the southern part of the Scandinavian peninsula. 
それは公園の北側に位置する	It's north of the park.
それが山田半島の中央に位置します	It's in the center of the Yamada Peninsula
それが公園の近くに位置する	It's near the center of the park.
それがほぼ街の中心に位置する	It's around the city center.
それがグアム国際空港から１０分の場所に位置します	It's located 10 minutes from Guam International Airport.
それが市の中心部に位置する	It's in the heart of the city.
前項に規定する	prescribe in the preceding paragraph
法律に規定する	stipulate in the law
私が車の中で彼らの音楽を聴く	I listen to their music in the car.
私が久しぶりに昔の曲を聴く	I'll listen to an old song for the first time in a long time.
私が久しぶりに１５年ほど前のＣＤを聴きます	I listen to a CD from around 15 years ago for the first time in a long time.
彼があらかじめ地域審議会の意見を聴く	He got the opinion of the regional council in advance.
彼が講師の先生の講演を聴きます	He is listening to the lecturer's talk.
団長が２日、市長に今年の清掃奉仕活動結果を報告した	On the 2nd, the group leader reported the results of that year's community cleaning service to the mayor.
彼が毎日の配布状況を、即日または翌日の午前中までに、報告します	He reports on the daily circulation status either that day or by the morning of the next.
彼がすみやかに経緯及び結果を委員会に報告する	He reports the facts and results immediately to the committee.
彼が速やかにその結果を市長に報告する	He immediately reports the result to the mayor.
彼がXをゲストの皆様に報告します	He reports X to the guests.
〜と１９９８年に彼が報告している	In 1998, he had reported that 〜.
それが更に多くの活性成分を含みます	It contains more active ingredients.
それがずっと多くの発ガン物質を含みます	It contains a lot more carcinogens.
なお、販売価格には、送料と消費税を含みます	Also, sales tax and shipping are included in the retail price.
当サイトはコンテンツにアダルト向けの内容を含みます	This site contains adult content.
内容には同人要素を含みます	Fan fiction is included.
レンズが水分をたっぷり含む	The lenses contain plenty of fluids.
この中にすべてを含む	Everything is included here.
それが食物繊維をたっぷり含みます	It contains a lot of fiber.
それが軽量で耐久性に優れます	It's light and unsurpassed in durability.
それが非常にコストパフォーマンスに優れている	It provides excellent cost performance.
それが肌のひきしめ・美白効果に優れています	It's really effective in strengthening and whitening.
Xを三党が五月末に決定しました	Three parties decided X at the end of May.
当院では患者さんとご家族との相談の上で治療方針を決定します	In this hospital, we decide on a course of treatment after consultation with the patient and his family.
来年５月に例大祭の開催が決定した	It was decided that an annual shrine festival would be held next May.
Xがビジネスの成否を決定する	The success of the business depends on X.
彼が方針を決定する	He decides policy.
当院は会計待ちの時間短縮のためにオーダーリングシステムの導入を決定しました	Our hospital decided to introduce an ordering system to shorten the waiting time at the cash register.
朝からしとしと雨が降ります	It's been drizzling since this morning.
まだ今年、東京には雪が降りません	We haven't gotten any snow in Tokyo yet this year.
１５日の朝、小雨がまだ降る	There will be light rain on the morning of 15th.
Xを山田さんの所属事務所が明らかにした	The office where Mr. Yamada works at revealed X.
彼が関係を明らかにする	He will clarify the relationship.
彼が事業活動の実態を明らかにする	He is going to clarify the current state of business.
山田社長が今後の経営方針を明らかにした	President Yamada unveiled the future corporate strategy.
Xがなんとも残念だ	X is indeed regrettable.
それなのに残念だ	Still, it's too bad.
Xに研究グループが初めて成功した	The research group first succeeded in X.
彼が水素ガスの可視化技術の開発に成功しました	He was successful in developing the visualization of hydrogen gas. 
彼が簡単に２週間で５ｋｇのダイエットに成功しました	He successfully lost five kilos in two weeks without any problems.
Xに、英仏日などの研究チームが成功した	Research teams in England, France and Japan succeed in X.
さすがにレギュラーの人が少ない	As is to be expected, there are not very many first-string players.
快便の人のほうが少ない	Not many people have regular bowel movements.
水の量が少ない	The amount of water is small.
１クラスの人数が少ない	The class size is small.
Xについて知るところが少ない	Little is known about X.
絶対数が少ない	The absolute number is small.
Xについては彼に頼るところが大きい	We rely on him heavily for X.
君の僕への気持ちより、絶対僕の君への気持ちの方が大きい	I know I feel a lot stronger about you than you do about me.
ともに平年並みの可能性が大きい	Both of them are very likely to be in line with an average year.
かなり寒暖の差が大きい	The temperature difference is extreme.
Xの影響が大きい	X has a significant influence.
ファイルのサイズが大きい	The file size is big.
これは次のエントリーを参照しています	This refers to the following entry.
ユーザが会員ブログ記事を参照しています	Users refer to blog articles written by members.
彼がＦｕｊｉｍｏｔｏさんのエントリを参照する	He refers to Mr. Fujimoto's entry
１人のユーザが当サイトの新着情報を参照しています	One user is referring to the site What's New.
条例の一部を改正する	Some of the ordinances will be revised.
条例の全部を改正する	All of the ordinances will be revised.
東京都が情報公開条例を全部改正しました	The Tokyo metropolitan government completely revised the freedom of information ordinance.
彼が３０日と２２日の２度、会場に足を運びました	He visited the site twice, on the 30th and 22nd.
彼が自分で荷物を部屋に運びます	He will carry his bags to the room himself.
彼がせっせと彼女の口に水を運んだ	He diligently brought water to her mouth.
ここに、現在のパスワードを入力します	Please enter your current password here.
注文フォームにお客様の情報を入力する	Please enter your information on the order form.
彼が登録フォームに自分のメールアドレスを入力する	He puts his own e-mail address on the entry form.
私たちが８時には彼の家に着く	We will arrive at his house by 8 o'clock.
電車がやがて、目的の駅に着いた	The train arrived before long at the destination.
彼が自分の席に着く	He sits in his seat.
私が何とか１０分前には着いた	I managed to get there 10 minutes early.
彼が無事に四時に成田に着いた	He arrived safe and sound at Narita at 4 o'clock.
それらはそれぞれ多くの問題を抱えていた	They all had a lot of their own problems.
彼がXに一抹の不安を抱える	He feels a touch uncertain about X.
スタッフがみんなで頭を抱えました	All of the staff were tearing their hair out.
彼が髪に多くの悩みを抱える	He has many problems with his hair.
彼は４人の子どもを抱えていた	He had four children.
また、今日の新聞に昨日の記事が載っています	Today's paper is carrying an article from yesterday again.
写真が８月中旬の新聞に載りました	The photo was in a newspaper from the middle of August.
その記事が最近の雑誌に載りました	The article was published in the magazine.
あのケーキがついに日曜のケーキリストに載った	That cake was finally put on the Sunday cake list.
それが確実にあなたの体にプラスの効果をもたらします	It will certainly have a good effect on your body.
台風１４号が各地に多くの被害をもたらしました	The 14th typhoon of the season caused a lot of damage in many places.
それがまた、お客様の生活に生活環境の変化をもたらします	It will also cause a change in your living environment.
それがさらに機能の低下をもたらす	It will cause a further decline in function.
彼があなたにとっておきの方法を教えます	He will tell you the best method for you.
彼が学校で子供たちに英語を教えた	He taught English to children at a school.
彼がXを子供達にきちんと教える	He does a good job teaching children about X.
彼が恥ずかしそうに下を向いた	He lowered his eyes in embarrassment.
エンジニア達の目がしっかり前を向く	The engineers firmly looked forward.
痩せている人には、こちらのタイプのほうが向いています	This type is better suited for thin people.
彼らが一斉に私の方を向いた	They turned to me simultaneously.
Xには全く目が向かなかった	I didn't even glance across at X.
彼が画像の情報を検索しました	He searched for the image information.
彼がそのサイトをアイドル名で検索する	He searched the site with the idol's name.
彼がアイドルの動画を検索する	He searched for pictures of the idol.
彼が価格を検索する	He searched for the price.
彼がブログ記事を検索しました	He searched for the blog article.
相手に納得させた方が、その後の紛争防止に役立つ	It would be useful if you could persuade them, because it would prevent subsequent conflicts.
Xがむしろ、思考能力の向上に役立つ	X would be rather useful for improving thinking skills
訳語検索機能が大いに役立ちました	The translation search function was very useful.
それが必ず今後の学習に役立つ	This will definitely be useful for future learning.
Xが今後の生活に役立つ	X will be useful for the future.
しっかりと、感謝の気持ちが伝わる	The appreciation is thoroughly conveyed. 
なかなか私たちの思いが伝わらない	It's hard to make ourselves understood.
こう書いたほうがはっきりと相手に伝わります	It's better to write it like this in order to convey your thoughts more clearly.
相手に気持ちが必ず伝わる	The thought will be certainly conveyed to them
それは、古代に中国から日本に伝わった	This came to Japan from China in ancient times.
山田が２失点で２勝目を挙げた	Mr. Yamada allowed two runs and notched his second victory.
山田と佐藤が、２５日、教会で結婚式を挙げた	On the 25th, Mr. Yamada and Ms. Sato got married at a church.
ほとんどの人が手を挙げる	Most of the people raised their hands.
次に２つの例を挙げます	Next, I will give you two examples.
彼がXなどを理由に挙げています	He cites reasons such as X.
それが着実に成果を挙げる	It gives steady results.
彼が画期的な点を２つ挙げる	He pointed out two breakthroughs.
一度に二種類の味が楽しめます	You can enjoy two different flavors at once.
四季おりおりの釣りが楽しめます	You can enjoy fishing each season.
お手頃価格でアジア各国の料理が楽しめます	You can enjoy Asian cuisine at reasonable prices.
無料で１１０種類以上のゲームが楽しめる	You can play more than 110 kinds of games free of charge.
大きな窓から四季折々の景色が楽しめます	You can enjoy the view of each season from the big window. 
簡単にワイヤレスで音楽を楽しめます	You can wirelessly enjoy music with ease.
リーズナブルな料金で各国の料理を楽しめます	You can enjoy cuisine from all over the world at reasonable prices.
Xが彼の心に影を落とす	X casts a shadow over his mind.
彼が再び床に視線を落とした	He stared down at his feet again.
私はダブル洗顔でしっかり毛穴の汚れを落とします	I wash my face twice to remove pore-clogging dirt.
すでに１３人が交通事故で命を落としている	Thirteen people have been already lost their lives in traffic accidents.
その言葉に全員ががっくり肩を落とした	The words discouraged all of them.
電車が、徐々にスピードを落とす	The train slows down little by little.
山田弁護士が下記セミナーの講師を務めます	Mr. Yamada, a lawyer, will serve as a lecturer for the following program:
彼が現在、民謡協会の会長を務める	He is the current chairman of the folk song association.
山田監督が選抜チームの監督を務めました	Director Yamada served as an All Star Team Director.
まだ泣いている女の人に客が声を掛けました	The customer addressed to the woman, who was still crying.
病気ばかりの日々で皆様には、大変ご迷惑をお掛けしております	I'm really sorry for my poor health causing so much trouble. 
彼がその携帯に電話を掛けた	He called the cell phone.
それがとてもわたしの心に響いた	It really got to me.
本当にこの言葉が胸に響きました	These words really got to my heart.
闇の中に、子どもの声が響く	The voice of a child echoes in the dark.
部屋に、鐘の音が響いた	The ringing bell resonated in the room.
彼が会社と１年間の広告出演契約を結びました	He signed a one-year contract with the company to appear in ads.
